epoch,accuracy,loss,top3_acc,top5_acc,val_accuracy,val_loss,val_top3_acc,val_top5_acc
0,0.056383971124887466,0.13310496509075165,0.15760043263435364,0.24888409674167633,0.09453505277633667,0.07548698782920837,0.2478397637605667,0.38060086965560913
1,0.08760484308004379,0.08055218309164047,0.24081522226333618,0.3665325939655304,0.10214592516422272,0.07054629176855087,0.2703290283679962,0.4046924114227295
2,0.10273703932762146,0.07612622529268265,0.27019670605659485,0.39591407775878906,0.1193133071064949,0.06887079775333405,0.29745349287986755,0.4303290545940399
3,0.1124245822429657,0.07355823367834091,0.28944915533065796,0.4183548390865326,0.13144491612911224,0.06712819635868073,0.3224606513977051,0.45705294609069824
4,0.12171972543001175,0.07146212458610535,0.30740177631378174,0.43888261914253235,0.1274392008781433,0.06771326810121536,0.31650930643081665,0.4461802542209625
5,0.12785108387470245,0.06999127566814423,0.318021297454834,0.4534752666950226,0.14386266469955444,0.06588287651538849,0.3420886993408203,0.4798855483531952
6,0.13160347938537598,0.068865105509758,0.3273654878139496,0.4674057066440582,0.1492989957332611,0.06503546237945557,0.3498140275478363,0.48314735293388367
7,0.13839702308177948,0.06773310899734497,0.33514004945755005,0.47635748982429504,0.15301859378814697,0.06457894295454025,0.3590843975543976,0.4993419051170349
8,0.14107029139995575,0.06706967204809189,0.3446559011936188,0.4851621091365814,0.15227468311786652,0.06433446705341339,0.36389127373695374,0.5024892687797546
9,0.1468828171491623,0.066570945084095,0.350223183631897,0.49237260222435,0.13739627599716187,0.06498654186725616,0.3442060053348541,0.4871530830860138
10,0.14548486471176147,0.06601795554161072,0.3533133864402771,0.4973512589931488,0.13058654963970184,0.07012653350830078,0.3194277584552765,0.45253220200538635
11,0.1519595831632614,0.06537593901157379,0.36148035526275635,0.5080198049545288,0.15988555550575256,0.0647038146853447,0.3671530783176422,0.5078684091567993
12,0.15855692327022552,0.0646856352686882,0.3741599917411804,0.5187128782272339,0.1578826904296875,0.06361424177885056,0.3752789795398712,0.5203433632850647
13,0.15833619236946106,0.06436116993427277,0.37835386395454407,0.5253838300704956,0.1692703813314438,0.062413547188043594,0.39410585165023804,0.543633759021759
14,0.1646147072315216,0.06380776315927505,0.3852945566177368,0.5338696241378784,0.17213161289691925,0.062327466905117035,0.39450642466545105,0.5446065664291382
15,0.16795016825199127,0.06341743469238281,0.3897336423397064,0.5407612919807434,0.16160228848457336,0.06340117007493973,0.38311874866485596,0.5344778299331665
16,0.17182518541812897,0.06289058923721313,0.39858734607696533,0.5499828457832336,0.17344778776168823,0.06250878423452377,0.3973676562309265,0.543175995349884
17,0.17258547246456146,0.062481217086315155,0.4036886394023895,0.554348349571228,0.1716165989637375,0.06185297667980194,0.4059513509273529,0.5504434704780579
18,0.1801883578300476,0.062169261276721954,0.40913328528404236,0.5617305040359497,0.17396280169487,0.06221487745642662,0.4064091444015503,0.5561087131500244
19,0.18148820102214813,0.061687201261520386,0.4171285629272461,0.5701918005943298,0.18226037919521332,0.061673231422901154,0.41270387172698975,0.5643490552902222
20,0.18619708716869354,0.061259668320417404,0.4221072196960449,0.5782116055488586,0.17979972064495087,0.06186937540769577,0.40692418813705444,0.5534191727638245
21,0.1885024756193161,0.061028726398944855,0.42868003249168396,0.5815715789794922,0.17613734304904938,0.061800334602594376,0.4097854197025299,0.5585121512413025
22,0.18862509727478027,0.06062208116054535,0.4328984022140503,0.5875557661056519,0.18351931869983673,0.061512622982263565,0.41659513115882874,0.5650357604026794
23,0.1969882696866989,0.06011981889605522,0.4468533992767334,0.6006278395652771,0.17711015045642853,0.06387002021074295,0.40452075004577637,0.554792582988739
24,0.1977485716342926,0.05987413227558136,0.44626477360725403,0.6016824245452881,0.17402002215385437,0.0618465282022953,0.41350501775741577,0.5632045865058899
25,0.20213861763477325,0.05957086756825447,0.45153775811195374,0.6081571578979492,0.1733333319425583,0.06325112283229828,0.3926752507686615,0.5435193181037903
26,0.20343846082687378,0.059346914291381836,0.45426008105278015,0.6100701689720154,0.18311874568462372,0.06211656332015991,0.40995708107948303,0.5566809773445129
27,0.20581743121147156,0.058779146522283554,0.4633099436759949,0.6196350455284119,0.18020027875900269,0.06162583827972412,0.4188269078731537,0.5678397417068481
28,0.21084514260292053,0.05860232934355736,0.46711140871047974,0.6246382594108582,0.1850643754005432,0.061292603611946106,0.4288412034511566,0.57928466796875
29,0.2143768072128296,0.058328669518232346,0.4746897518634796,0.6283416152000427,0.168354794383049,0.06458626687526703,0.380085825920105,0.5276108980178833
30,0.2169029265642166,0.05807461589574814,0.4812380373477936,0.6382008194923401,0.18483547866344452,0.06267102062702179,0.4102432131767273,0.5519885420799255
31,0.22038553655147552,0.0577174611389637,0.4824643135070801,0.6407269239425659,0.18878397345542908,0.061451129615306854,0.42643776535987854,0.5732188820838928
32,0.22259283065795898,0.05754510313272476,0.48474517464637756,0.6452150940895081,0.18924176692962646,0.061718497425317764,0.4216308891773224,0.5681259036064148
33,0.22529062628746033,0.05736701190471649,0.4911217987537384,0.646392285823822,0.18180257081985474,0.06264156848192215,0.41138768196105957,0.559885561466217
34,0.22943542897701263,0.05697730928659439,0.4961985647678375,0.6518614888191223,0.19244635105133057,0.06154922768473625,0.42449212074279785,0.5712160468101501
35,0.22649237513542175,0.05674074590206146,0.4978417754173279,0.6592681407928467,0.19101573526859283,0.06153874099254608,0.4228898286819458,0.5744205713272095
36,0.2360818237066269,0.05660347640514374,0.5028939843177795,0.6586059927940369,0.18901287019252777,0.06150589883327484,0.42620888352394104,0.5747639536857605
37,0.2385343611240387,0.05644287168979645,0.5054691433906555,0.6602001190185547,0.182088702917099,0.062077268958091736,0.40995708107948303,0.5636051297187805
38,0.23738166689872742,0.05622245743870735,0.5078235864639282,0.6631922125816345,0.18844063580036163,0.06154978647828102,0.4295279085636139,0.5814020037651062
39,0.24160003662109375,0.05598539486527443,0.5112571716308594,0.6659635901451111,0.19010014832019806,0.062441181391477585,0.4260944128036499,0.5748211741447449
40,0.2427772581577301,0.05574404448270798,0.5175601840019226,0.6712365746498108,0.18792560696601868,0.06196906045079231,0.4276394844055176,0.575336217880249
41,0.24368469417095184,0.05584709346294403,0.5170451998710632,0.6692500114440918,0.19181688129901886,0.061536192893981934,0.4301573634147644,0.5747067332267761
42,0.2460881918668747,0.05553068220615387,0.5189336538314819,0.672683596611023,0.19261802732944489,0.061614323407411575,0.4279828369617462,0.5755078792572021
43,0.2503065764904022,0.055197227746248245,0.5264874696731567,0.6795997619628906,0.18941344320774078,0.06293024867773056,0.41848355531692505,0.5700715184211731
44,0.25366654992103577,0.05501105636358261,0.5274439454078674,0.6835483312606812,0.1834048628807068,0.06365621834993362,0.4159656763076782,0.5658369064331055
45,0.2546720802783966,0.054883141070604324,0.5320056676864624,0.6868347525596619,0.1867811232805252,0.06228998303413391,0.4189985692501068,0.5663519501686096
46,0.2559719383716583,0.05486683174967766,0.534188449382782,0.6859763860702515,0.18500715494155884,0.06221829354763031,0.4203147292137146,0.5701287388801575
47,0.25803208351135254,0.05469266697764397,0.5342375040054321,0.6891646385192871,0.1919313371181488,0.06205321103334427,0.42878398299217224,0.5782546401023865
48,0.2634522020816803,0.05448509380221367,0.536052405834198,0.6914210319519043,0.19261802732944489,0.06177991256117821,0.4267811179161072,0.5795136094093323
49,0.26256927847862244,0.05429234355688095,0.5389708876609802,0.693088710308075,0.18758225440979004,0.06176348403096199,0.42638054490089417,0.5696137547492981
